areas, ws, hs
cxs[i],cys[i],object_areas[i],ws[i],hs[i],framenr[i]
251.55442176870747,145.156462585034,441.0,31.0,32.0,582.0
248.82846715328466,147.52311435523114,411.0,30.0,23.0,583.0
247.36694677871148,147.0443510737628,357.0,28.0,28.0,584.0

3113.8030726256984,86.18435754189944,77.58938547486034
122.15239294710328,188.9676742233417,397.0,47.0,22.0,665.0
122.65999258435298,188.40341119762698,449.5,48.0,23.0,666.0
123.81191973644803,187.42617550164718,556.5,50.0,29.0,667.0
124.89523809523808,186.94542124542122,455.0,50.0,26.0,668.0
120.68400971210544,188.0156087408949,480.5,36.0,30.0,669.0
120.48500211237852,187.07646810308404,394.5,35.0,28.0,670.0
121.29162011173185,185.97541899441342,447.5,35.0,31.0,671.0
121.15861214374226,186.4460966542751,403.5,34.0,31.0,672.0
123.4304979253112,186.25899031811895,482.0,33.0,33.0,673.0
123.0426267281106,186.01612903225808,434.0,35.0,32.0,674.0
124.22972116603295,185.2401774397972,526.0,34.0,33.0,675.0
124.19985800496981,185.27866524671634,469.5,32.0,33.0,676.0
125.47396162766181,173.50727387729285,790.5,36.0,65.0,677.0
126.36338624338623,171.96465608465607,787.5,31.0,66.0,678.0
126.38078967350037,173.12205770690963,878.0,35.0,67.0,679.0
127.41038118410381,171.1873479318735,822.0,30.0,67.0,680.0
127.69181286549707,171.24463937621832,855.0,35.0,65.0,681.0
128.52437867577308,171.52760387023335,878.5,34.0,67.0,682.0
129.25215598050244,171.42632170978627,889.0,35.0,66.0,683.0
130.24230254350735,171.47810288774144,871.5,37.0,66.0,684.0
130.57960064759848,171.64543982730706,926.5,39.0,65.0,685.0
132.02307543145238,170.88268373085126,859.5,43.0,62.0,686.0
141.6776165011459,173.52393684746625,1309.0,66.0,62.0,687.0
142.8386752136752,173.6968482905983,1248.0,60.0,62.0,688.0
143.49434805467928,174.05967402733964,1268.0,69.0,61.0,689.0
145.17042217042214,174.5940170940171,1287.0,69.0,59.0,690.0
146.35466666666667,175.51161904761904,1312.5,61.0,60.0,691.0
151.26436781609195,180.74429451940696,1000.5,62.0,41.0,692.0
151.93793891883064,181.70373999673362,1020.5,62.0,31.0,693.0
153.3567458312279,181.35186120936498,989.5,60.0,29.0,694.0
154.61684082992576,181.92094502498864,1100.5,61.0,32.0,695.0
155.61189579409915,181.8287821720025,1062.0,61.0,31.0,696.0
156.72424242424242,182.22363636363636,1100.0,62.0,32.0,697.0
157.4620446893174,182.15319865319864,1089.0,62.0,32.0,698.0
158.40343158820943,182.1168793078164,1136.5,63.0,31.0,699.0
159.92911701802626,182.05530094714328,1091.0,64.0,31.0,700.0
160.6625695054141,182.0308750365818,1139.0,64.0,32.0,701.0
162.43896499238963,181.69649923896498,1095.0,64.0,32.0,702.0
163.4002118323498,181.47904372824934,1101.5,64.0,33.0,703.0
165.17139538742325,180.92201758752282,1004.5,64.0,29.0,704.0
165.811348781937,181.63903743315507,1122.0,64.0,34.0,705.0
167.18133065191887,180.61689291101055,994.5,60.0,34.0,706.0
167.75359066427288,181.26944943147814,1114.0,59.0,35.0,707.0
168.78051335777894,179.33246027588612,954.5,60.0,32.0,708.0
167.80131029029707,171.30622387891108,1475.5,61.0,59.0,709.0
168.4940211820977,169.985878601526,1463.5,61.0,55.0,710.0
168.07140686721362,171.26638306492453,1645.5,61.0,61.0,711.0
168.86385720321078,170.08460076045628,1578.0,60.0,58.0,712.0
169.22134194053206,171.1808489827856,1704.0,63.0,61.0,713.0
170.11373475009836,170.73297914207004,1694.0,62.0,61.0,714.0
171.07738095238093,172.0206043956044,1820.0,63.0,62.0,715.0
171.2088965583357,171.39670213785828,1738.5,62.0,62.0,716.0
172.82104228121926,172.58961294359523,1864.5,64.0,62.0,717.0
172.94959940376373,171.75666107695173,1789.0,62.0,62.0,718.0
174.24009833378858,171.9913502685969,1830.5,63.0,62.0,719.0
175.8290113452188,172.26859355303438,1851.0,64.0,62.0,720.0
176.46200089726332,172.48398384925974,1857.5,63.0,63.0,721.0
177.02277946174334,171.43492238449525,1814.5,64.0,62.0,722.0
178.31324544883864,171.87463007801992,1858.5,65.0,62.0,723.0
179.34542410714286,171.44075520833331,1792.0,65.0,62.0,724.0
180.3340805080788,171.4964976183805,1784.5,64.0,62.0,725.0
181.52401413157642,171.02482574238516,1745.5,63.0,62.0,726.0
182.89875518672198,171.84296911018902,1807.5,63.0,63.0,727.0
184.2832939322301,170.90336879432624,1692.0,61.0,62.0,728.0
185.22954965470285,171.41435658009922,1713.5,60.0,62.0,729.0
186.50958083832336,170.8434131736527,1670.0,54.0,62.0,730.0
187.39313050133944,171.63346727898966,1742.0,56.0,62.0,731.0
188.688558692422,170.9466072313026,1682.5,56.0,59.0,732.0
189.89904134212102,171.0049930097863,1669.0,55.0,58.0,733.0
191.1171632059384,170.81432440565754,1661.5,56.0,57.0,734.0
192.72670198155777,171.2248381400824,1699.0,57.0,57.0,735.0
193.72743628185907,170.78870564717639,1667.5,57.0,57.0,736.0
194.61233524499445,170.8348928463628,1656.5,56.0,57.0,737.0
196.0951686594731,171.59930008748907,1714.5,58.0,66.0,738.0
197.71331683622032,172.66254238841535,1818.5,59.0,66.0,739.0
198.93327410916987,171.8503602803277,1688.5,58.0,67.0,740.0
200.14491484184913,172.81060827250607,1712.5,59.0,67.0,741.0
201.73295454545453,172.26983652312597,1672.0,54.0,67.0,742.0
203.23309759547382,173.3348420556341,1767.5,55.0,68.0,743.0
204.19313725490196,172.75725490196078,1700.0,55.0,67.0,744.0
205.87592798812173,174.13260950259834,1796.0,59.0,68.0,745.0
207.0045351473923,174.15797430083143,1764.0,58.0,67.0,746.0
208.309008509064,174.42591564927858,1802.0,58.0,67.0,747.0
209.1913772004142,174.2752518121058,1770.5,59.0,67.0,748.0
210.12474556557137,174.32839003586312,1719.5,58.0,66.0,749.0
211.33203161320313,174.74551371455135,1792.5,60.0,66.0,750.0
212.3990329920364,175.5787827076223,1758.0,62.0,67.0,751.0
213.97885994714986,175.49594186485464,1766.0,62.0,67.0,752.0
215.22087020648968,176.20114306784657,1808.0,61.0,68.0,753.0
216.19409761634506,175.88696556942867,1762.0,60.0,68.0,754.0
217.7910256410256,176.51089743589742,1820.0,63.0,67.0,755.0
218.48721604410227,176.2785856857713,1753.5,60.0,67.0,756.0
219.58364066193852,176.5422222222222,1762.5,59.0,67.0,757.0
220.80803571428572,176.9984188988095,1792.0,60.0,67.0,758.0
221.54334520873297,177.35799762492005,1824.5,60.0,68.0,759.0
222.7437679547771,177.27745343341672,1798.5,59.0,68.0,760.0
223.73595713229858,177.98069105691056,1804.0,60.0,68.0,761.0
224.23854166666666,177.75435606060603,1760.0,59.0,69.0,762.0
225.52799853841233,178.67936420937244,1824.5,61.0,69.0,763.0
226.17869709938182,177.96509747979076,1752.5,59.0,69.0,764.0
227.4327501366867,179.00656096227448,1829.0,60.0,70.0,765.0
229.03673543250088,179.5713897937025,1842.0,59.0,71.0,766.0
230.26792485349878,180.47026887280248,1934.0,60.0,71.0,767.0
231.05071521456438,180.4721283051582,1922.5,60.0,71.0,768.0
231.33306350062958,179.99523295556753,1853.0,61.0,72.0,769.0
232.49275748689237,180.74655647382917,1875.5,59.0,72.0,770.0
233.69750706759189,181.47913989548528,1945.5,61.0,71.0,771.0
234.2913043478261,180.89085144927535,1840.0,60.0,71.0,772.0
234.99861878453038,181.0450276243094,1810.0,61.0,71.0,773.0
235.49228815097078,181.46770096171292,1837.0,62.0,71.0,774.0
237.0529529791503,182.11681060804324,1910.5,63.0,72.0,775.0
238.17872749519313,182.3371788148925,1907.0,62.0,72.0,776.0
238.93909162509846,182.6944079810974,1904.5,61.0,72.0,777.0
240.045746388443,182.60611735330835,1869.0,62.0,72.0,778.0
241.16871584699453,183.3324795081967,1952.0,63.0,73.0,779.0
242.0332358415315,183.00221572276874,1880.5,62.0,72.0,780.0
242.95561949603277,183.3268811579039,1911.5,63.0,71.0,781.0
244.047455235071,183.37470230219634,1889.5,62.0,73.0,782.0
244.83934234685358,184.3582039726256,1997.0,66.0,72.0,783.0
246.0505937016004,184.2718981242471,1937.0,66.0,74.0,784.0
247.07044025157234,185.20553459119498,1987.5,69.0,75.0,785.0
248.56404248672288,186.17353951890033,2134.0,71.0,75.0,786.0
247.6300974658869,186.32857699805066,2137.5,80.0,74.0,787.0
248.04584707175377,186.77751609357824,2123.0,78.0,76.0,788.0
248.77492944496709,187.08858576356224,2126.0,80.0,76.0,789.0
249.65780809031045,187.1321730950141,2126.0,78.0,75.0,790.0
250.78589420654913,187.61949469506143,2183.5,80.0,77.0,791.0
251.28186098475777,186.89649668821323,2088.5,80.0,69.0,792.0
253.3527368818422,188.46123065307663,2207.5,80.0,70.0,793.0
253.89091468574503,188.2874067235941,2166.5,81.0,69.0,794.0
255.42235320788936,188.8100959721907,2205.5,80.0,71.0,795.0
255.83411287807917,188.9952447770502,2138.0,80.0,68.0,796.0
257.4774834928407,190.58327769122337,2246.5,81.0,77.0,797.0
257.50744639376217,189.94409356725146,2137.5,81.0,77.0,798.0
258.9083352574463,190.19895328253673,2165.5,82.0,75.0,799.0
259.56557962389905,190.19558835197967,2100.5,84.0,71.0,800.0
261.29087098276665,190.67054805154478,2147.0,87.0,70.0,801.0
