Frame, cxs, cys, ws, hs, areas
5655,131.86078132927446,46.32582445459157,32.0,95.0,1642.5
5656,131.86078132927446,46.32582445459157,32.0,95.0,1642.5
5657,131.86078132927446,46.32582445459157,32.0,95.0,1642.5
5658,131.87531651980146,46.29362908943583,32.0,95.0,1645.5
5659,131.87531651980146,46.29362908943583,32.0,95.0,1645.5
5660,131.87531651980146,46.29362908943583,32.0,95.0,1645.5
5661,131.87531651980146,46.29362908943583,32.0,95.0,1645.5
5662,131.87531651980146,46.29362908943583,32.0,95.0,1645.5
5663,131.87531651980146,46.29362908943583,32.0,95.0,1645.5
5664,131.87531651980146,46.29362908943583,32.0,95.0,1645.5
5665,131.87531651980146,46.29362908943583,32.0,95.0,1645.5
5666,131.86840773357625,46.308027128251844,32.0,95.0,1646.5
5667,131.8535031847134,46.34041047416843,32.0,95.0,1648.5
5668,131.83792790063617,46.37574472382106,32.0,95.0,1650.5
5669,131.84591290289987,46.356572698797606,32.0,95.0,1649.5
5670,131.81143662539012,46.430786267995565,32.0,95.0,1655.5
5671,131.81143662539012,46.430786267995565,32.0,95.0,1655.5
5672,131.81827339578925,46.41714515966555,32.0,95.0,1654.5
5673,131.82622719483922,46.39804455196048,32.0,95.0,1653.5
5674,131.82622719483922,46.39804455196048,32.0,95.0,1653.5
5675,131.82622719483922,46.39804455196048,32.0,95.0,1653.5
5676,131.82622719483922,46.39804455196048,32.0,95.0,1653.5
5677,131.82622719483922,46.39804455196048,32.0,95.0,1653.5
5678,131.83599157387903,46.31848731066305,32.0,95.0,1661.5
5679,131.83037593984963,46.29423558897243,32.0,95.0,1662.5
5680,131.83037593984963,46.29423558897243,32.0,95.0,1662.5
5681,131.83037593984963,46.29423558897243,32.0,95.0,1662.5
5682,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5683,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5684,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5685,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5686,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5687,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5688,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5689,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5690,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5691,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5692,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5693,131.847467785436,46.380381580261705,32.0,95.0,1668.5
5694,131.84306678646303,46.405310971348705,32.0,95.0,1669.5
5695,131.83607538139395,46.456276797287856,32.0,95.0,1671.5
5696,131.82850313713774,46.50712080470072,32.0,95.0,1673.5
5697,131.8340807174888,46.4835077229696,32.0,95.0,1672.5
5698,131.8340807174888,46.4835077229696,32.0,95.0,1672.5
5699,131.8340807174888,46.4835077229696,32.0,95.0,1672.5
5700,131.8340807174888,46.4835077229696,32.0,95.0,1672.5
5701,131.8340807174888,46.4835077229696,32.0,95.0,1672.5
5702,131.7859481988687,46.635109655651476,32.0,95.0,1679.5
5703,131.7859481988687,46.635109655651476,32.0,95.0,1679.5
5704,131.7859481988687,46.635109655651476,32.0,95.0,1679.5
5705,131.7859481988687,46.635109655651476,32.0,95.0,1679.5
5706,131.78224206349205,46.62549603174603,32.0,95.0,1680.0
5707,131.75636075636075,46.57301257301257,32.0,95.0,1683.5
5708,131.73665480427047,46.53400553578489,32.0,95.0,1686.0
5709,131.73665480427047,46.53400553578489,32.0,95.0,1686.0
5710,131.73665480427047,46.53400553578489,32.0,95.0,1686.0
5711,131.74125666864256,46.54080221300138,32.0,95.0,1687.0
5712,131.74125666864256,46.54080221300138,32.0,95.0,1687.0
5713,131.74125666864256,46.54080221300138,32.0,95.0,1687.0
5714,131.73281990521326,46.52448657187993,32.0,95.0,1688.0
5715,131.73281990521326,46.52448657187993,32.0,95.0,1688.0
5716,131.73281990521326,46.52448657187993,32.0,95.0,1688.0
5717,131.73281990521326,46.52448657187993,32.0,95.0,1688.0
5718,131.73281990521326,46.52448657187993,32.0,95.0,1688.0
5719,131.73281990521326,46.52448657187993,32.0,95.0,1688.0
5720,131.73281990521326,46.52448657187993,32.0,95.0,1688.0
5721,131.73281990521326,46.52448657187993,32.0,95.0,1688.0
5722,131.70839484302726,46.55033953351048,32.0,95.0,1693.5
5723,131.71088133924175,46.550073855243724,32.0,95.0,1692.5
5724,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5725,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5726,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5727,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5728,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5729,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5730,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5731,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5732,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5733,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5734,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5735,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5736,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5737,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5738,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5739,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5740,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5741,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5742,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5743,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5744,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5745,131.6982207804974,46.560896490710704,32.0,95.0,1695.5
5746,131.63584942461478,46.41613029061829,32.0,95.0,1709.0
5747,131.63584942461478,46.41613029061829,32.0,95.0,1709.0
5748,131.6193253621075,46.35374744823564,32.0,95.0,1714.5
5749,131.6193253621075,46.35374744823564,32.0,95.0,1714.5
5750,131.6193253621075,46.35374744823564,32.0,95.0,1714.5
5751,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5752,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5753,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5754,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5755,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5756,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5757,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5758,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5759,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5760,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5761,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5762,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5763,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5764,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5765,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5766,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5767,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5768,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5769,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5770,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5771,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5772,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5773,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5774,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5775,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5776,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5777,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5778,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5779,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5780,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5781,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5782,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5783,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5784,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5785,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5786,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5787,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5788,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5789,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5790,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5791,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5792,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5793,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5794,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5795,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5796,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5797,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5798,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5799,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5800,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5801,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5802,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5803,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5804,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5805,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5806,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5807,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5808,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5809,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5810,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5811,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5812,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5813,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5814,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5815,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5816,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5817,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5818,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5819,131.55925537493445,46.689826953329835,34.0,97.0,1907.0
5820,131.55188679245282,46.708333333333336,34.0,97.0,1908.0
5821,131.55188679245282,46.708333333333336,34.0,97.0,1908.0
5822,131.55188679245282,46.708333333333336,34.0,97.0,1908.0
5823,131.55188679245282,46.708333333333336,34.0,97.0,1908.0
5824,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5825,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5826,131.4891379909628,46.83498435870699,34.0,97.0,1918.0
5827,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5828,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5829,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5830,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5831,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5832,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5833,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5834,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5835,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5836,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5837,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5838,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5839,131.49321857068335,46.82707355242567,34.0,97.0,1917.0
5840,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5841,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5842,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5843,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5844,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5845,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5846,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5847,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5848,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5849,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5850,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5851,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5852,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5853,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5854,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5855,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5856,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5857,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5858,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5859,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5860,131.49739311783108,46.81360792492179,34.0,97.0,1918.0
5861,131.58825174825174,46.60093240093239,32.0,95.0,1787.5
5862,131.58825174825174,46.60093240093239,32.0,95.0,1787.5
5863,131.66112832066082,46.86125973904064,32.0,95.0,1775.5
5864,131.66112832066082,46.86125973904064,32.0,95.0,1775.5
5865,131.66112832066082,46.86125973904064,32.0,95.0,1775.5
5866,131.66112832066082,46.86125973904064,32.0,95.0,1775.5
5867,131.66112832066082,46.86125973904064,32.0,95.0,1775.5
5868,131.66112832066082,46.86125973904064,32.0,95.0,1775.5
5869,131.66112832066082,46.86125973904064,32.0,95.0,1775.5
5870,131.66112832066082,46.86125973904064,32.0,95.0,1775.5
5871,131.69151840346416,46.798173773886845,32.0,95.0,1770.5
5872,131.69151840346416,46.798173773886845,32.0,95.0,1770.5
5873,131.69151840346416,46.798173773886845,32.0,95.0,1770.5
5874,131.69151840346416,46.798173773886845,32.0,95.0,1770.5
5875,131.69230044293656,46.764583922344734,32.0,95.0,1768.5
5876,131.69230044293656,46.764583922344734,32.0,95.0,1768.5
5877,131.69230044293656,46.764583922344734,32.0,95.0,1768.5
5878,131.69230044293656,46.764583922344734,32.0,95.0,1768.5
5879,131.69230044293656,46.764583922344734,32.0,95.0,1768.5
5880,131.68851841386456,46.78873504756522,32.0,95.0,1769.5
5881,131.74765291607397,46.515884305357986,32.0,95.0,1757.5
5882,131.74412210845657,46.52645051194539,32.0,95.0,1758.0
5883,131.75268204690022,46.466059052501656,32.0,95.0,1755.5
5884,131.75268204690022,46.466059052501656,32.0,95.0,1755.5
5885,131.87201610583836,46.69609816891956,32.0,95.0,1738.5
5886,131.8876728110599,46.72523041474654,31.0,95.0,1736.0
5887,131.8799147782297,46.69397637032733,31.0,95.0,1721.0
5888,131.8708333333333,46.691472868217055,31.0,95.0,1720.0
5889,131.8708333333333,46.691472868217055,31.0,95.0,1720.0
5890,131.8708333333333,46.691472868217055,31.0,95.0,1720.0
5891,132.0369424039178,46.69466624081763,31.0,94.0,1565.5
5892,132.0369424039178,46.69466624081763,31.0,94.0,1565.5
5893,132.0369424039178,46.69466624081763,31.0,94.0,1565.5
5894,132.0369424039178,46.69466624081763,31.0,94.0,1565.5
5895,132.00117408474756,46.704771053474225,31.0,94.0,1561.5
5896,132.00117408474756,46.704771053474225,31.0,94.0,1561.5
5897,132.00117408474756,46.704771053474225,31.0,94.0,1561.5
5898,132.00117408474756,46.704771053474225,31.0,94.0,1561.5
5899,132.0618080189186,46.53789100290229,30.0,94.0,1550.5
5900,132.0618080189186,46.53789100290229,30.0,94.0,1550.5
5901,132.0618080189186,46.53789100290229,30.0,94.0,1550.5
5902,132.0618080189186,46.53789100290229,30.0,94.0,1550.5
5903,132.03738621586476,46.3446033810143,30.0,94.0,1538.0
5904,132.03738621586476,46.3446033810143,30.0,94.0,1538.0
5905,132.03738621586476,46.3446033810143,30.0,94.0,1538.0
5906,132.03738621586476,46.3446033810143,30.0,94.0,1538.0
5907,132.03738621586476,46.3446033810143,30.0,94.0,1538.0
5908,132.04567099567097,46.3012987012987,30.0,94.0,1540.0
5909,132.04567099567097,46.3012987012987,30.0,94.0,1540.0
5910,132.04567099567097,46.3012987012987,30.0,94.0,1540.0
5911,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5912,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5913,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5914,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5915,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5916,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5917,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5918,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5919,131.99540983606556,46.552568306010926,30.0,94.0,1525.0
5920,131.97218586387436,46.498472949389175,30.0,94.0,1528.0
5921,131.97218586387436,46.498472949389175,30.0,94.0,1528.0
5922,131.97218586387436,46.498472949389175,30.0,94.0,1528.0
5923,131.9652914210871,46.50600305610128,30.0,94.0,1527.0
5924,131.9652914210871,46.50600305610128,30.0,94.0,1527.0
5925,131.9652914210871,46.50600305610128,30.0,94.0,1527.0
5926,131.9652914210871,46.50600305610128,30.0,94.0,1527.0
5927,131.9652914210871,46.50600305610128,30.0,94.0,1527.0
5928,131.9652914210871,46.50600305610128,30.0,94.0,1527.0
5929,131.9652914210871,46.50600305610128,30.0,94.0,1527.0
5930,131.9652914210871,46.50600305610128,30.0,94.0,1527.0
5931,132.16349259383003,46.98663548279318,30.0,94.0,1496.5
5932,132.16349259383003,46.98663548279318,30.0,94.0,1496.5
5933,132.16349259383003,46.98663548279318,30.0,94.0,1496.5
5934,132.16349259383003,46.98663548279318,30.0,94.0,1496.5
5935,132.16349259383003,46.98663548279318,30.0,94.0,1496.5
5936,132.16349259383003,46.98663548279318,30.0,94.0,1496.5
5937,132.16349259383003,46.98663548279318,30.0,94.0,1496.5
5938,132.16349259383003,46.98663548279318,30.0,94.0,1496.5
5939,132.18436627582355,46.880402010050254,30.0,94.0,1492.5
5940,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5941,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5942,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5943,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5944,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5945,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5946,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5947,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5948,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5949,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5950,132.18625153442696,46.90960830264479,30.0,94.0,1493.5
5951,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5952,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5953,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5954,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5955,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5956,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5957,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5958,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5959,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5960,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5961,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5962,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5963,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5964,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5965,132.1859425634149,46.89943010392223,30.0,94.0,1491.5
5966,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5967,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5968,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5969,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5970,132.18001116694583,46.882747068676714,30.0,94.0,1492.5
5971,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5972,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5973,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5974,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5975,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5976,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5977,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5978,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5979,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5980,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5981,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5982,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5983,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5984,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5985,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5986,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5987,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5988,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5989,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5990,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5991,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5992,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5993,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5994,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5995,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5996,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5997,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5998,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
5999,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
6000,132.15497370482262,46.84726418261162,29.0,94.0,1489.5
6001,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6002,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6003,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6004,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6005,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6006,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6007,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6008,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6009,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6010,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6011,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6012,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6013,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6014,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6015,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6016,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6017,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6018,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6019,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6020,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6021,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6022,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6023,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6024,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6025,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6026,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6027,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6028,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6029,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6030,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6031,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6032,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6033,131.91747468218054,46.49407455289808,30.0,94.0,1547.0
6034,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6035,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6036,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6037,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6038,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6039,131.9288256227758,46.52000431359861,30.0,94.0,1545.5
6040,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6041,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6042,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6043,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6044,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6045,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6046,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6047,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6048,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6049,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6050,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6051,131.9288256227758,46.52000431359861,30.0,94.0,1545.5
6052,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6053,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6054,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6055,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6056,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6057,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6058,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6059,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6060,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6061,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6062,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6063,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6064,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6065,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6066,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6067,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6068,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6069,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6070,131.9093453919035,46.4756675279931,30.0,94.0,1548.0
6071,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6072,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6073,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6074,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6075,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6076,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6077,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6078,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6079,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6080,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6081,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6082,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6083,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6084,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6085,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6086,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6087,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6088,132.0104277758028,46.60457400165896,29.0,93.0,1406.5
6089,132.0143280047365,46.57998815867377,29.0,93.0,1407.5
6090,132.0143280047365,46.57998815867377,29.0,93.0,1407.5
6091,132.0143280047365,46.57998815867377,29.0,93.0,1407.5
