areas, ws, hs
cxs[i],cys[i],object_areas[i],ws[i],hs[i],framenr[i]
234.21121385586378,265.79054748275354,1135.5,38.0,47.0,1609.0
231.75115070527096,265.1536748329621,1122.5,41.0,48.0,1610.0
229.1284781374219,264.73268029528674,1174.0,50.0,47.0,1611.0
226.19503700478884,264.43506022347987,1148.5,47.0,48.0,1612.0
224.26064476885645,263.8217761557177,1096.0,48.0,49.0,1613.0
222.1977711244178,263.3552894211577,1002.0,47.0,49.0,1614.0
223.94530628480507,263.4984089101034,838.0,26.0,49.0,1615.0
222.6247783687943,263.28324468085106,752.0,24.0,47.0,1616.0
221.73264655383858,264.10105469708117,679.5,22.0,47.0,1617.0
220.2388931200812,263.76948464077174,656.5,23.0,45.0,1618.0
218.5935966950684,264.21378776142524,645.5,24.0,44.0,1619.0
216.85970548862113,264.3078982597055,622.5,24.0,42.0,1620.0
215.45114006514657,265.11482084690556,614.0,25.0,41.0,1621.0
204.57053059715287,261.89480495470514,901.5,53.0,42.0,1622.0
210.75936254980078,264.34475431606904,627.5,27.0,40.0,1623.0
200.8030651340996,261.5942528735632,870.0,51.0,39.0,1624.0
199.7406727828746,261.8348623853211,817.5,50.0,38.0,1625.0
198.74394904458597,261.7673036093418,785.0,48.0,37.0,1626.0
198.2628205128205,261.7850560897436,832.0,48.0,38.0,1627.0
198.09803921568624,261.7666451195863,773.5,45.0,38.0,1628.0
196.87620269403465,261.5114389565961,779.5,42.0,40.0,1629.0
196.96174480989035,261.05994868206204,714.5,32.0,40.0,1630.0
195.62899896800826,262.1289989680082,646.0,28.0,39.0,1631.0
193.84242871189772,262.10029498525074,678.0,28.0,40.0,1632.0
192.24033731553058,262.92785195596156,711.5,28.0,40.0,1633.0
189.90824225865208,262.65983606557376,732.0,29.0,41.0,1634.0
185.53408417308833,260.5882236712112,843.5,36.0,49.0,1635.0
183.81918819188192,260.6377613776138,813.0,35.0,48.0,1636.0
182.30011261261262,260.2772147147147,888.0,35.0,49.0,1637.0
180.88116425658137,261.0127919911012,899.0,35.0,48.0,1638.0
179.51953125,261.14620535714283,896.0,34.0,47.0,1639.0
177.64752879970268,262.48959494611665,897.0,30.0,45.0,1640.0
176.94694753267018,262.72888628827775,854.5,28.0,43.0,1641.0
174.74979575163397,263.54473039215685,816.0,30.0,42.0,1642.0
173.09833738848334,263.20559610705595,822.0,31.0,42.0,1643.0
170.50710254913406,262.1770772523837,856.5,35.0,43.0,1644.0
168.25511432009628,262.03229041315683,831.0,35.0,41.0,1645.0
166.22586750788645,261.5678233438486,792.5,33.0,41.0,1646.0
164.93112582781458,261.63046357615895,755.0,31.0,41.0,1647.0
163.29198080877313,261.42974640164493,729.5,29.0,41.0,1648.0
161.9900638750887,261.3723681097705,704.5,27.0,41.0,1649.0
159.43657817109144,260.58089403222147,734.5,28.0,42.0,1650.0
158.1694214876033,259.93067033976126,726.0,31.0,42.0,1651.0
156.51764159702876,260.022748375116,718.0,27.0,43.0,1652.0
154.80575035063114,259.38475923328656,713.0,27.0,43.0,1653.0
153.54203758654796,258.9752720079129,674.0,26.0,42.0,1654.0
152.32715095311693,258.53245749613603,647.0,26.0,44.0,1655.0
150.77187417393603,257.30742796722177,630.5,26.0,44.0,1656.0
149.2217125382263,256.74311926605503,654.0,28.0,45.0,1657.0
147.58176337603618,255.62647575985932,663.5,28.0,48.0,1658.0
145.83895921237692,253.7402719174871,711.0,33.0,48.0,1659.0
144.88374269005845,253.16350877192983,712.5,34.0,48.0,1660.0
143.63586719091305,252.83726518130186,763.0,35.0,49.0,1661.0
142.43928648183967,252.80249301525896,775.5,34.0,49.0,1662.0
141.9106796116505,253.02761596548,772.5,35.0,49.0,1663.0
139.18489437277995,253.09216676014208,891.5,38.0,51.0,1664.0
140.06093623890234,252.96307506053267,826.0,38.0,50.0,1665.0
137.35525400139176,254.08994432846205,958.0,43.0,50.0,1666.0
135.9752886002886,254.51352813852813,924.0,45.0,48.0,1667.0
137.13150228880565,254.33541406575114,801.0,37.0,46.0,1668.0
135.57284911370513,254.77215737137914,771.0,36.0,46.0,1669.0
134.1702077431539,255.0771954674221,706.0,36.0,44.0,1670.0
132.59270516717325,254.76089159067882,658.0,36.0,43.0,1671.0
130.41466208476518,254.82159221076745,582.0,36.0,40.0,1672.0
126.84016523673338,254.23006037496026,524.5,27.0,40.0,1673.0
124.97411616161615,253.72727272727272,528.0,26.0,41.0,1674.0
123.50109546165884,253.73302034428792,532.5,25.0,41.0,1675.0
121.66793529971456,253.4620995876942,525.5,24.0,41.0,1676.0
120.19060606060606,253.24363636363637,550.0,25.0,41.0,1677.0
118.86456400742115,252.64502164502161,539.0,25.0,40.0,1678.0
117.25087887503994,252.29114733141574,521.5,26.0,40.0,1679.0
115.50715746421268,252.16564417177915,489.0,27.0,40.0,1680.0
